18327491,23018300
57765434,27211755
72318913,30338596
34965218,31367182
10734110,31041582
32780853,31181219
94109137,33056809
77309075,36476889
18928282,40453149
108968525,44404339
84463490,48481755
52041629,53095192
35806509,58442708
15918122,64130118
7736427,68797590
15893384,70235664
2919267,66326382
19568794,56337292
46775345,41698363
62856301,25786210
4548889,12868585
20551236,6561874
5112845,8213770
21325794,16022310
19204037,25726446
122915867,32750943
17469401,34654773
71122565,32429716
51907281,29690686
35263734,30200253
25758009,35493272
20826318,44077151
52785741,52363413
33602985,56632097
5484451,54987807
3615066,48177137
15032189,38777724
48178132,29538253
119370537,22301994
61330059,18204340
82938051,18429423
61185550,24211063
28407638,35728066
17642971,50944945
35530742,65615322
13044954,74737001
24151629,74766417
36481250,65342415
50095750,49526428
47848286,32541900
37883366,19752222
75449145,14729455
61558590,18150453
107131067,27998932
20300633,40881594
124045466,53551991
6856040,63789377
5668817,70471401
22457289,73099465
99088097,71268313
19157797,64850926
49093365,54941806
62703758,44276785
109975958,36256776
110715445,33482704
45706909,37047219
89540845,46512682
12224925,59889794
10383816,73670984
11411723,83458713
7515416,85292337
89066166,77266000
29975114,60788155
143665034,40723455
36781669,23964354
32062726,16759991
2634586,21827207
42166755,36635999
53535481,54195644
10674362,66451291
29985025,68350163
4308482,59912270
17253609,45288125
29642888,30019825
91294618,18508045
195007229,13038186
172786605,14539662
44797813,23913647
13080053,41959154
9243537,67171555
10381421,93593548
49087430,111868485
12418242,113797431
5371393,97181728
25987274,67320345
70781625,34297771
102300306,8322421
457905293,-3687206
21856401,1427070
29384204,24218432
57224078,62150952
20989800,107145782
6459560,145533357
5956746,163200091
13438692,152659044
91240981,116886653
8093294,67970607
84421622,21929898
144724865,-7594083
116274131,-13903392
19245035,1729618
41118666,31943986
1262953,66094510
218347286,93210094
94783788,105566212
251395600,102193261
15299138,89817361
153939237,79395659
23693330,79724672
28164009,92273528
51732346,110571317
140853108,124192040
58918685,124804255
50721121,110879436
37725413,88201463
22880584,65914703
30381226,51113847
68987077,45659510
203546024,46753305
472586818,50489785
98024979,56252323
139965586,68572160
104622769,93510528
99523547,131516607
88931661,173567913
10494594,204772884
17335817,212389122
64575554,192159344
1028678,149674367
10015529,97330524
9788801,49053889
34228926,15116332
17249257,-806218
20751781,-1342982
65673781,7226738
24891421,18232820
9292494,27055678
4056203,31942807
25974572,33207509
44120665,31851569
112935722,28889534
98739021,25692293
112741460,24543966
107182770,28344339
31082093,39171730
61757658,56527072
64214337,76564920
4682054,93200836
6390226,100733730
39041974,96350505
17524683,81101439
14381061,59278172
34670353,36780612
70445363,19073683
60753525,9571671
18810810,9114027
42406638,16290930
39349209,27995250
30188206,40178484
8561978,49041011
20751410,52250819
34185124,49488882
27281654,42209869
46742474,32998825
18534673,24771516
105307270,19917834
60647669,19693019
59019209,24176246
48341051,32571385
4087916,43310617
5729218,53941823
17011641,61328418
82378926,62579047
13023290,56557753
28688939,45029488
35914354,32212421
33774181,22672298
13505501,19062406
57471816,21203526
50337017,26743592
40876190,32737707
6363866,37159770
49781638,39437185
53721305,39940577
65622675,39314974
89405929,38366721
117036629,38283683
108049905,40627919
36793597,46861464
16007861,57399083
