494378,301154
633822,146248
253390,57768
228276,53822
181229,125442
411884,239861
477803,352046
133626,423436
469370,438077
509525,405956
611990,353734
233048,311292
42782,300017
35490,323957
178573,366503
362358,397501
384441,390328
556056,339168
339462,264432
300341,202096
298226,183482
195949,217855
108137,287954
118701,359763
361374,399471
411016,388872
112130,333197
54897,257771
271734,193872
534366,162019
515546,164781
325043,192891
185750,235707
227357,285201
364858,332892
335979,367722
127694,379939
26153,366970
138341,334279
283284,290634
280929,243780
362061,200589
317741,169122
378683,158039
454678,172811
197937,212060
91206,266737
113945,321817
243542,359640
216938,365543
63227,334885
116398,276615
255510,209343
424573,152566
378278,119944
194024,117758
170787,145481
272974,195181
300389,251600
398141,296774
247016,318362
8459,315542
129754,297171
272913,273704
269069,250494
156724,228152
160598,207246
160971,190595
354860,181235
273266,179947
83619,185526
218713,196228
278365,209656
322566,222131
210365,230198
60873,233178
101571,233035
260169,231099
446401,225930
688174,216117
281685,205972
303953,207204
277517,232026
286893,282127
277364,343801
66533,394194
16241,413225
69110,392123
96437,334754
106795,254282
177105,168722
167925,96438
399072,51739
498518,41861
332629,66807
249644,121158
372300,195108
565514,274538
346883,343561
83541,390385
113410,411242
283282,408124
443606,384228
409601,343848
187834,296221
278131,256077
321289,237124
548355,243870
555924,270052
224411,304934
15209,340270
118614,370673
285813,388966
232478,385089
168912,352544
160371,295923
318486,231015
697790,177431
270549,150910
36086,159670
124254,202120
287746,264120
221730,321003
84690,348297
95662,334613
244086,286325
569349,222183
516721,164793
440748,134708
278130,146143
339067,201578
219077,287552
118754,377042
65240,439402
4726,452407
96189,409984
231761,323181
226398,215788
152302,116959
204566,52321
149689,35426
270705,63156
340376,118248
354442,178247
520838,226101
776075,256918
606109,278460
271579,305953
216110,352416
355483,417824
474785,484874
466019,527520
376773,527762
121934,487524
93317,426180
12101,366434
42728,320106
176931,283923
124109,246576
40417,200140
124339,146939
206298,97758
157993,64706
224603,54975
182753,68582
444618,99512
846881,139293
216445,182259
194166,229034
288787,283058
311171,341747
241939,392314
206794,418097
289682,409379
420884,369497
532944,313618
366240,263031
198834,237604
56798,247517
8777,286764
211266,333210
22100,358016
104204,340496
47498,279065
145574,191271
75771,104136
154752,41759
279197,16649
467099,27896
397690,65851
464894,119574
413001,181722
279314,248198
40017,314345
26734,371275
38297,405261
81121,401888
145017,353948
303517,268446
