-1500,6486,15229,
-1199,7807,15935,
-1586,6243,14691,
-1312,6852,13824,
-1422,6369,14445,
-1470,6020,14216,
-1621,4769,14112,
-2291,5505,15686,
11582,15685,25663,
-99,5848,11586,
-2114,6508,13070,
-457,5909,17311,
-1194,4937,14819,
-1051,6007,16548,
-1252,4713,15537,
-1349,6414,15378,
-1213,5227,15802,
-1247,4931,15945,
-969,5111,16447,
-1062,5639,16408,
-1166,5397,16091,
-1297,5252,15866,
-1035,4901,15765,
-1237,4969,15805,
-1227,4851,15640,
-1185,5064,15451,
-1075,5372,15368,
-956,5624,15790,
-1121,5254,14910,
-1088,5250,15272,
-1147,5282,15304,
-1159,5325,15460,
-1265,5278,15518,
-1090,5326,15538,
-1415,5045,15306,
-1533,4902,15309,
-1334,5057,15449,
-1632,5059,15368,
-1408,5174,15230,
-1264,5137,15210,
-1558,4834,15304,
-1642,4883,15320,
-1543,5003,15282,
-1687,4910,15427,
-1527,4989,15345,
-1562,4990,15222,
-1602,5023,15278,
-1501,5155,15458,
-1414,5393,15369,
-1377,5477,15308,
-1368,5547,15412,
-1262,5300,15478,
-1387,5023,15440,
-1535,4849,15558,
-1598,4865,15794,
-1526,4883,15650,
-1631,4873,15516,
-1590,4786,15547,
-1499,4714,15644,
-1552,4653,15499,
-1687,4701,15612,
-1585,4900,15608,
-1515,4976,15465,
-1495,5058,15387,
-1323,5196,15562,
-1165,5126,15621,
-1160,5205,15441,
-1057,5162,15377,
-1162,5172,15322,
-1026,5150,15443,
-1173,5048,15539,
-1168,4982,15582,
-1137,4914,15640,
-710,5254,15282,
-230,4828,15343,
-1321,4782,16495,
-1359,4793,16001,
-1375,4842,15593,
-1290,4988,15501,
-1444,5066,15809,
-1379,5285,15772,
-1402,5283,15740,
-1384,5252,15571,
-1414,5303,15608,
-1214,5294,15419,
-1190,5260,15705,
-1142,5289,15789,
-1226,5314,15750,
-1241,5321,15684,
-1210,5336,15645,
-1231,5236,15647,
-1208,5239,15703,
-1181,5248,15730,
-1181,5139,15658,
-1168,5102,15709,
-1171,5140,15696,
-1165,5154,15567,
-1104,5206,15546,
-1065,5319,15537,
-1119,5437,15498,
-1047,5365,15477,
-1071,5385,15487,
-1117,5362,15427,
-1096,5553,15494,
-1173,5586,15459,
-1164,5704,15467,
-1168,5775,15419,
-1143,5868,15492,
-1108,5572,15350,
-1146,5809,15498,
-1191,5523,15457,
-1151,5601,15411,
-1092,5604,15240,
-1051,5668,15339,
-1070,5732,15269,
-1006,5804,15232,
-1002,5769,15275,
-978,5753,15278,
-971,5826,15190,
8666,10895,16088,
-801,6079,15915,
-952,5906,15082,
-798,5979,15095,
-1076,5746,15125,
-1087,5657,14933,
-930,5700,15124,
-908,5597,15242,
-925,5645,15315,
-981,5728,15423,
-964,5770,15347,
-1027,5761,15304,
-1049,5777,15167,
-1073,5705,15017,
-1110,5644,15086,
-1059,5713,15191,
-1038,5652,15257,
-1096,5691,15291,
-1066,5759,15346,
-1088,5750,15448,
-1073,5836,15383,
-1070,5829,15458,
-1006,5811,15305,
-1013,5982,15364,
-995,5974,15157,
-931,5883,15062,
-982,6063,15355,
-1055,5926,14912,
-943,5962,14911,
-2542,5915,13765,
-1279,5468,14731,
-1119,5628,14327,
-1000,6403,15744,
-1244,5686,14483,
-1026,6422,15148,
-717,6435,15276,
-1103,6469,15456,
-1260,6134,15423,
