-13369,6117,7153,-631,339,281
-12800,4996,5898,-657,276,160
-12871,4450,5302,-507,174,105
-12742,3755,6157,-97,37,220
-12468,3836,6646,-67,-19,216
-12105,4685,6093,76,-20,229
-12199,4483,6248,194,-104,205
-12215,4441,6963,286,-197,184
-12419,4707,7177,404,-211,166
-12294,4928,7788,493,-211,147
-12288,4830,6477,622,-212,126
-12380,5126,7437,472,-223,112
-12254,4631,9124,331,-214,68
-12228,3990,8520,347,-89,49
-12156,3794,7295,371,6,67
-12064,3587,6603,327,56,85
-12046,3117,6412,219,80,120
-11968,2697,6353,153,87,163
-11244,3578,5716,-48,105,474
-11256,4392,5504,-48,127,492
-11241,4479,5388,-83,122,479
-11381,4374,5826,-99,122,455
-11471,4245,6365,-134,137,432
-11484,3951,6182,-117,205,411
-11462,3787,5646,-106,225,402
-11391,3661,5026,-87,246,399
-11384,3483,4932,-76,231,401
-11484,3251,4813,-67,231,400
-11460,3132,4617,-51,215,410
-11394,2983,4358,-12,214,428
-11385,3031,4622,-3,194,444
-11439,3065,4633,-3,215,468
-11520,2882,4363,29,216,480
-11500,2731,4579,24,195,507
-11428,2984,4378,59,195,536
-9377,8728,-576,632,657,1030
-9848,7333,1608,626,455,955
-10696,5609,3219,844,458,840
-11209,4557,4196,761,563,825
-10838,4771,4399,711,663,850
-10701,3633,5375,676,776,877
-10896,4276,4155,846,904,928
-11325,4519,3951,954,1000,970
-11764,5197,3415,1124,1094,1012
-11864,6005,3246,1270,1145,1024
-12101,6852,4762,1555,1378,823
-11988,6451,4897,1631,1544,792
-11905,6344,5101,1683,1688,783
-11429,6406,4613,1750,1828,778
-11067,6613,4693,1808,2003,781
-10867,6657,4496,1857,2142,784
-10454,6930,4545,1889,2285,788
-9981,7781,5584,1916,2474,777
-10162,7802,3867,1992,2670,714
-9221,6975,4365,1815,2829,674
-9217,8244,5173,1812,2936,682
-9260,8177,8517,1693,3198,656
-10491,8633,5160,1836,3640,642
-11360,8306,1461,1812,3856,635
-12120,8658,-1213,1677,3896,643
-12646,8138,-1850,1491,3796,675
-13308,8166,-2476,1374,3673,730
-13855,8376,-2527,1347,3514,792
-15856,7152,-6012,803,2681,1260
-15240,6527,-5262,625,2491,1429
-14836,8913,-8666,532,2271,1592
-14085,7915,-9048,557,1674,1695
-13970,8764,-7505,517,1240,1779
-12791,9066,-4366,507,48,2117
-12350,9001,-2640,667,-194,2243
-12149,10420,-2589,818,-433,2340
-11360,12844,133,836,-598,2406
-11961,12320,192,895,-699,2355
-11653,12671,1908,842,-769,2356
-11939,10884,1309,1054,-795,2388
-11840,10290,1128,1356,-795,2494
-12208,12489,705,1775,-869,2613
-12420,14441,-282,2044,-986,2653
-12856,16329,1864,2117,-1102,2604
