-4901,-4784,15682,
-4961,-5029,15782,
-5018,-5244,15910,
-5064,-5455,15751,
-4979,-5474,15684,
-4970,-5565,15391,
-4980,-5612,15658,
-4859,-5676,15432,
-4924,-5562,14797,
-4774,-5478,14680,
-4819,-5396,15012,
-4620,-5218,14577,
-4680,-5325,13867,
-4798,-5343,14374,
-4832,-5211,14983,
-4881,-5367,15313,
-4967,-5381,15326,
-4883,-5367,15586,
-4900,-5311,15684,
-4921,-5418,15700,
-4939,-5401,15469,
-4984,-5454,15443,
-4873,-5367,15225,
-4845,-5453,14979,
-4737,-5390,15050,
-4733,-5407,14761,
-4708,-5215,14179,
-4728,-5399,13925,
-4782,-5412,13914,
-4722,-5608,14795,
-4647,-5271,14927,
-4529,-5002,13613,
-4508,-5380,13585,
-4340,-4834,13838,
-4583,-5650,14845,
-4167,-5424,13931,
-4279,-5500,14188,
-4705,-6633,13394,
-4766,-6899,13668,
-4449,-6275,13169,
-4670,-7066,13966,
-4840,-7306,14728,
-4494,-6524,14233,
-4553,-6656,14598,
-4642,-7223,14708,
-4375,-6943,13935,
-4614,-7853,13539,
-4743,-8340,12631,
-4898,-9227,12804,
-4438,-10592,6076,
-3991,-6136,13921,
-4574,-8333,19231,
-4545,-8584,16539,
-4513,-8098,14361,
-4462,-7931,14787,
-4409,-8106,15681,
-4450,-8740,16632,
-4445,-8672,15459,
-4341,-8420,14697,
-4449,-8635,13993,
-4028,-7941,13047,
-4042,-7761,12474,
-4007,-8022,11738,
-3972,-8194,11304,
-3902,-7747,11297,
-4109,-7996,10992,
-3711,-5455,5460,
-4223,-9106,11288,
-4276,-8737,14663,
-4229,-8388,14956,
-4266,-8839,14501,
-4187,-8167,13778,
-4116,-8390,15215,
-4170,-8711,14894,
-4220,-8749,13920,
-3987,-7877,12838,
-4306,-9437,13173,
-4323,-9595,14294,
-4303,-9546,14824,
-4190,-9353,14228,
-4297,-9613,13409,
-4286,-9231,13834,
-4392,-9437,14438,
-4452,-9367,14249,
-4515,-9351,14018,
-4439,-9250,14141,
-4437,-9776,15028,
-4353,-10087,13570,
-4385,-9815,15299,
-4155,-8443,15398,
-4308,-9390,15459,
-4686,-9211,17836,
-3831,-7456,15650,
-3721,-7512,11461,
-3998,-7619,10091,
-3728,-6746,12433,
-3813,-6071,13565,
-4125,-7224,11829,
-6932,-14409,3573,
-2536,-2341,11056,
-3948,-4935,12020,
-4799,-7763,16187,
-4812,-8069,14702,
-4450,-6405,13919,
-4586,-7075,14280,
-4905,-7992,14335,
-4728,-7156,15458,
-4698,-6063,13698,
-3867,-9546,14069,
-3895,-9455,13701,
-3947,-9506,13623,
-3984,-9547,13910,
-4045,-9856,14403,
-4113,-9864,15122,
-4029,-9782,14284,
-3899,-8946,14175,
-3862,-8169,13951,
-3921,-7960,14170,
-4105,-8110,14382,
-4016,-7660,14425,
-3392,-5996,11881,
-3525,-5119,12695,
-3597,-7846,7098,
-3531,-7063,9642,
-3842,-6895,12901,
-3897,-7372,13303,
-3806,-7007,12632,
-3834,-6667,11685,
-4058,-6968,13127,
-5213,-13822,11339,
-3767,-5125,12915,
-3592,-5119,11384,
-4530,-8288,15234,
-4658,-8261,16425,
-4390,-7472,15638,
-4322,-7366,15314,
-4484,-7222,14696,
-3957,-8732,14501,
-3839,-8807,14835,
-3775,-8185,17673,
-3584,-10099,13375,
-3115,-7803,13490,
-3448,-8501,13983,
-3006,-7805,14814,
-3235,-7860,14060,
-3527,-8310,13515,
-3743,-8556,12935,
-3637,-8227,13248,
-3743,-7826,13816,
-3783,-8161,13444,
-3781,-7773,14180,
-3671,-7604,14908,
-3468,-6986,17047,
-5270,-12624,16896,
-2965,-2841,11732,
-3562,-7912,13083,
-3786,-6109,16275,
-4057,-6843,15494,
-3894,-6906,14272,
-3967,-7053,13190,
-4002,-7243,13605,
-4091,-7126,14400,
-4006,-10245,11653,
-3850,-11112,13767,
-3671,-9014,10038,
-3972,-10362,7706,
-4059,-10892,9356,
-3891,-10019,11924,
-3804,-10827,12756,
-4589,-12501,12417,
-5531,-14108,14246,
-3133,-5159,10341,
-3946,-9560,13037,
-4050,-9970,15606,
-3694,-8746,12773,
-3574,-8097,12911,
-3952,-9426,12891,
-4008,-9141,12378,
-4166,-8669,13528,
-3452,-10110,13901,
-3460,-10535,14316,
-3476,-10715,14537,
-3442,-10594,14256,
-3140,-10161,13578,
-3172,-9974,13242,
-3364,-10236,11726,
-3212,-9718,11366,
-3112,-10391,11531,
-2936,-10642,12034,
-3261,-11594,10642,
-2978,-7025,14445,
-3178,-10633,13032,
-3146,-10223,12499,
-3185,-10244,12899,
-3219,-10316,12901,
-3180,-10345,13753,
-3169,-10218,13618,
-3181,-10276,13511,
-3168,-10383,13505,
-3235,-10343,13187,
-3303,-10609,12811,
-3237,-10438,12692,
-3210,-9926,12007,
-3232,-10356,11930,
-3267,-11225,13990,
-3235,-10835,13829,
-3266,-10602,13025,
-3134,-10788,11647,
-2753,-8876,11621,
-2679,-9031,11507,
-3104,-9376,12521,
-3240,-9212,11539,
-3235,-9716,11343,
-3350,-9350,12046,
-3357,-9871,12663,
-3513,-10382,12696,
-3526,-10375,12508,
-3622,-10743,13056,
-3475,-10319,13188,
-3583,-10543,13517,
-3626,-10523,13686,
-3638,-10312,14106,
-3427,-9509,14125,
-3747,-10274,13993,
-3537,-10088,13746,
-3383,-9668,14037,
-3433,-9749,14195,
-3458,-10102,13838,
-3538,-10010,13568,
-3606,-10358,14209,
-3790,-11237,13090,
-3682,-9653,11221,
-3626,-8733,10119,
-3871,-8707,11743,
-3833,-8857,13873,
-4044,-8670,14189,
-4203,-7745,13354,
-4172,-7350,14349,
-4230,-7470,14448,
-4101,-7183,14494,
-4100,-7172,14382,
-4103,-7194,14323,
-4061,-7256,14415,
-4047,-7070,14297,
-4073,-7259,13942,
-4175,-7357,13872,
-4136,-7221,13969,
-4090,-7101,14210,
-4173,-7166,14185,
-4224,-7221,14194,
-4292,-7037,14460,
-4387,-7588,14156,
-4204,-6910,14368,
-4166,-7454,13589,
-4238,-7153,14819,
-4206,-6879,13946,
-4192,-7151,13929,
-4222,-7444,13943,
-4213,-7402,14368,
-4176,-7383,14777,
-4140,-7414,14663,
-4177,-7388,14464,
-4154,-7455,14475,
-4195,-7253,14764,
-4143,-7145,14155,
-4175,-7321,14121,
-4147,-7311,14220,
-4120,-7203,14469,
-4122,-7106,14460,
-4152,-7014,14312,
-4024,-6863,13674,
-4245,-7702,15128,
-4117,-7133,14730,
-4106,-7104,14500,
-4194,-7337,13964,
-4211,-7199,14000,
-4214,-7125,14701,
-4220,-7000,14754,
-4131,-6668,14433,
-4424,-7056,14925,
-4246,-6459,14434,
-4268,-6663,14523,
-4250,-6365,14338,
-4451,-6509,14145,
-4399,-7076,13470,
-4413,-6413,14180,
-4440,-6490,14079,
-4617,-6475,13888,
-4506,-6223,13710,
-4547,-6070,13972,
-4492,-6416,13514,
-4604,-6221,13863,
-4459,-5873,13949,
-4451,-6576,13745,
-4669,-6595,13656,
-4703,-5808,13738,
-4811,-7536,14464,
-4771,-7000,13264,
-4534,-6606,12865,
-4395,-6242,14091,
-4644,-6657,14414,
-4169,-6755,13293,
-4110,-5998,13312,
-4666,-6860,14364,
-4373,-6211,14553,
-4407,-6337,14602,
-4435,-6510,14781,
-4491,-6459,14777,
-5036,-6399,13301,
-5272,-7368,12251,
-4972,-6813,12700,
-5060,-7128,13355,
-5123,-7725,14088,
-5053,-7796,14287,
-5156,-8369,14336,
-5226,-8989,14809,
-5124,-8806,15337,
-5057,-8492,15682,
-5171,-9359,15579,
-5321,-9562,15630,
-4674,-7834,15659,
-4903,-8691,15333,
-4918,-8576,15928,
-4775,-8308,15864,
-4743,-8795,15213,
-4602,-8026,14196,
-4509,-7945,14454,
-4359,-7566,14796,
-4100,-7100,15616,
-3789,-6457,15349,
-4293,-7669,15023,
-4224,-7921,14082,
-3927,-6965,13039,
-3998,-7006,13927,
-3930,-7007,14814,
-4628,-8425,14063,
-4131,-6938,12760,
-3377,-5552,10866,
-3881,-6091,12692,
-3492,-4817,15863,
-3534,-4566,16478,
-3138,-4203,16373,
-3362,-5128,15135,
-3178,-4642,14061,
-3150,-4600,13687,
-3135,-4254,14140,
-2880,-3958,14562,
-3001,-4561,14592,
-3106,-5124,14491,
-3172,-5700,14119,
-3242,-5718,13976,
-3695,-4346,14732,
-3491,-5566,13783,
-3234,-5842,15054,
-3488,-6854,13439,
-3766,-7609,14715,
-3465,-7023,14992,
-3480,-7077,14329,
-3493,-6777,14545,
-3665,-7445,13963,
-3616,-7368,14849,
-3607,-7406,15263,
