3614,1837
1928,2396
1062,2883
74,3207
1281,3316
340,3171
875,2763
1595,2147
499,1450
4510,836
1842,453
3379,392
3475,667
1433,1208
14200,1883
6341,2562
1910,3204
1715,3872
949,4612
990,5304
1572,5664
2794,5420
2220,4514
962,3176
3386,1825
5921,873
4314,558
2846,894
2765,1713
6725,2739
8954,3677
9593,4329
7517,4695
6724,4965
1427,5378
4889,6029
2609,6763
2414,7245
434,7159
1898,6390
5405,5078
2797,3554
1602,2219
797,1403
362,1235
584,1581
1027,2107
314,2448
1446,2379
1998,1900
5013,1207
4169,593
1416,331
1477,571
3017,1265
4814,2173
4866,2975
1910,3442
2066,3544
2918,3413
4914,3216
1781,3059
1205,2974
1460,2947
1080,2930
3225,2851
2621,2650
1022,2330
322,1972
468,1686
1978,1529
4146,1472
2149,1448
3403,1427
1465,1448
4275,1579
7165,1851
7539,2240
4330,2715
1998,3279
3485,3935
5929,4606
8994,5125
13834,5349
5304,5312
3585,5261
6179,5494
798,6109
714,6883
866,7382
746,7202
851,6181
2066,4486
2269,2547
2777,879
2504,-114
4677,-271
5702,302
3237,1316
2718,2440
2621,3408
7614,4057
4410,4333
2084,4298
1460,4107
798,3919
2068,3791
3851,3653
4310,3393
3125,2978
2259,2513
3026,2182
3470,2123
378,2340
661,2704
337,3019
206,3100
1044,2840
2909,2257
4201,1498
3866,802
4385,426
5346,550
3608,1198
3205,2220
5094,3346
18834,4292
19226,4910
18181,5335
5510,5993
2093,7347
3405,9471
6534,11802
33521,13370
26678,13451
32997,12217
29285,10849
20486,10927
9354,13456
3801,18151
1686,23408
3854,26985
13739,27062
23299,23161
19025,16477
14178,9442
10064,4663
5978,3716
4506,6429
7565,11048
5219,15169
5222,16894
7074,15601
3894,12011
1874,7644
390,4032
203,2071
501,1773
461,2460
1886,3229
1985,3415
3026,2840
3150,1784
1394,758
2738,219
1253,359
1621,1049
3940,1942
5142,2664
2196,2997
425,2959
2822,2739
15049,2544
9609,2511
4186,2749
9614,3386
11129,4487
7532,5935
5365,7442
2947,8673
4609,9356
2114,9334
3667,8593
4941,7282
5421,5696
4594,4209
5534,3167
6158,2777
2177,3039
1196,3752
1277,4581
1198,5156
194,5191
941,4589
3778,3481
1123,2176
4617,1046
7737,402
6980,403
