1494849,524805,1535744,9420,
1092165,137362,1535744,9420,
520769,11166,1535744,9420,
398329,144355,1535744,9420,
673496,455814,1535744,9420,
846562,810840,575190,10171,
652290,1073252,575190,10171,
277125,1160875,575190,10171,
297958,1072175,575190,10171,
568746,870460,575190,10171,
315353,642139,575190,10171,
531953,457793,575190,10171,
206250,352687,575190,10171,
132728,326007,575190,10171,
248165,350957,575190,10171,
236929,389401,575190,10171,
240234,407441,575190,10171,
100817,387852,575190,10171,
59085,334071,575190,10171,
516833,264054,575190,10171,
554318,199580,575190,10171,
610220,159038,575190,10171,
784178,155697,575190,10171,
1037249,197301,575190,10171,
1787939,285021,575190,10171,
1798571,414925,575190,10171,
1377684,582925,575190,10171,
894497,786351,575190,10171,
784370,1015282,575190,10171,
577761,1239629,575190,10171,
535939,1408058,575190,10171,
697700,1466621,575190,10171,
592619,1386997,575190,10171,
597508,1185535,575190,10171,
391979,920231,575190,10171,
588410,666592,575190,10171,
355605,486057,575190,10171,
305981,403986,575190,10171,
574419,406393,575190,10171,
692429,453689,575190,10171,
438802,503098,575190,10171,
255314,528170,575190,10171,
193619,524748,575190,10171,
205009,502098,575190,10171,
1112553,469903,575190,10171,
1074894,434186,575190,10171,
958530,404555,575190,10171,
1437233,401345,575190,10171,
1662493,450660,575190,10171,
1981315,570407,575190,10171,
1354586,760316,575190,10171,
683041,1000692,575190,10171,
237395,1253628,575190,10171,
936168,1464128,575190,10171,
1054593,1570292,575190,10171,
1189241,1529830,575190,10171,
787146,1349998,575190,10171,
473589,1094228,575190,10171,
700101,853204,575190,10171,
511416,698311,575190,10171,
25238,649436,575190,10171,
270101,674293,575190,10171,
643553,712600,575190,10171,
1058734,709247,575190,10171,
729609,642879,575190,10171,
469930,536890,575190,10171,
440049,443894,575190,10171,
190973,411003,575190,10171,
668933,449459,575190,10171,
960150,529891,575190,10171,
793589,605136,575190,10171,
330633,642295,575190,10171,
344196,639354,575190,10171,
547070,616046,575190,10171,
622697,592187,575190,10171,
179645,574621,575190,10171,
360146,559217,575190,10171,
410061,538702,575190,10171,
388445,508029,575190,10171,
508005,467114,575190,10171,
130659,421938,575190,10171,
269562,382249,575190,10171,
109233,355550,575190,10171,
49869,341364,575190,10171,
434408,330747,575190,10171,
803326,312527,575190,10171,
797643,283527,575190,10171,
489869,256124,575190,10171,
804084,254954,575190,10171,
553414,301706,575190,10171,
581917,398836,575190,10171,
363074,524761,575190,10171,
74834,642566,575190,10171,
605849,714997,575190,10171,
980978,718793,575190,10171,
467366,655476,575190,10171,
719361,554483,575190,10171,
1592670,462858,575190,10171,
2148542,425769,575190,10171,
674649,472377,575190,10171,
92457,610784,575190,10171,
1591364,821385,575190,10171,
299726,1050823,575190,10171,
247090,1225187,575190,10171,
156885,1282592,575190,10171,
205022,1199962,1182113,6477,
381646,997766,1182113,6477,
587578,728545,1182113,6477,
145358,459369,1182113,6477,
285986,252202,1182113,6477,
251640,144727,1182113,6477,
627674,138579,1182113,6477,
970860,203427,1182113,6477,
936733,297027,1182113,6477,
859189,389023,1182113,6477,
454340,472225,1182113,6477,
689713,554612,1182113,6477,
764411,641255,1182113,6477,
501353,723142,1182113,6477,
322424,781170,1182113,6477,
118002,798014,1182113,6477,
230708,765998,1182113,6477,
339731,687845,1182113,6477,
375969,575119,1182113,6477,
231606,447427,1182113,6477,
116893,329717,1182113,6477,
55882,244538,1182113,6477,
553346,202226,1182113,6477,
246021,197022,1182113,6477,
504530,213401,1182113,6477,
756010,237418,1182113,6477,
1395723,264775,1182113,6477,
343633,302753,1182113,6477,
201288,365401,1182113,6477,
475269,460369,1182113,6477,
1309100,574561,1182113,6477,
2279947,676530,1182113,6477,
2912419,743028,1182113,6477,
2606761,790442,1182113,6477,
606518,878835,1182113,6477,
362632,1072473,1182113,6477,
589014,1377684,1182113,6477,
998955,1709486,1182113,6477,
336917,1925703,1182113,6477,
124107,1909817,1182113,6477,
243545,1639261,1182113,6477,
303227,1192995,1182113,6477,
616969,705545,1182113,6477,
427816,306332,1182113,6477,
237416,75995,1182113,6477,
124366,29629,1182113,6477,
411781,123391,1182113,6477,
812754,278681,1182113,6477,
741329,417057,1182113,6477,
585324,492797,1182113,6477,
658394,506249,1182113,6477,
1090990,491235,1182113,6477,
506177,488277,1182113,6477,
491630,522210,1182113,6477,
502606,592740,1182113,6477,
3208696,678192,1182113,6477,
2532506,754609,1182113,6477,
2637422,825246,1182113,6477,
1035596,934022,1182113,6477,
547739,1136309,1182113,6477,
570529,1440452,1182113,6477,
232869,1771081,1182113,6477,
994765,1993420,1182113,6477,
443769,1987217,1182113,6477,
128369,1718859,1182113,6477,
130841,1262541,1182113,6477,
71649,759494,1182113,6477,
194465,346850,1182113,6477,
225042,101780,1182113,6477,
89729,26247,1182113,6477,
72740,67567,1182113,6477,
39978,153686,1182113,6477,
140205,223738,1182113,6477,
476314,245051,1182113,6477,
153765,216696,1182113,6477,
104337,162342,1182113,6477,
184349,114935,1182113,6477,
207685,98713,1182113,6477,
382773,118192,1182113,6477,
194977,160310,1182113,6477,
245363,205832,1182113,6477,
429882,240373,1182113,6477,
430325,259176,1182113,6477,
1515409,267050,1182113,6477,
1187834,277827,1182113,6477,
320841,313539,1182113,6477,
79217,396322,1182113,6477,
77733,529211,1182113,6477,
180306,679460,1182113,6477,
94451,785643,1182113,6477,
433198,790232,1182113,6477,
1001994,675275,1182113,6477,
958826,477701,1182113,6477,
1021643,276829,1182113,6477,
