794,84,0,
3069,67,0,
2603,69,0,
869,141,0,
307,340,0,
337,682,0,
173,1100,0,
161,1453,0,
91,1593,0,
69,1446,0,
67,1051,0,
105,539,0,
62,70,0,
83,-231,0,
110,-317,0,
222,-222,0,
194,-33,0,
341,154,0,
358,271,0,
116,297,0,
17,254,0,
200,184,0,
230,124,1,
101,92,1,
107,89,1,
30,106,1,
250,129,1,
201,144,1,
290,141,1,
118,121,1,
180,97,1,
137,84,1,
171,89,1,
123,108,1,
20,131,1,
121,145,1,
24,140,1,
102,114,1,
97,74,1,
101,32,1,
81,0,1,
178,-12,1,
91,0,1,
3732,30,1,
462,75,1,
649,153,1,
778,299,1,
2254,527,1,
981,802,1,
9,1056,1,
59,1228,1,
270,1285,1,
842,1216,1,
417,1031,1,
33,769,1,
68,496,1,
74,281,1,
70,163,1,
59,136,1,
20,160,1,
62,186,1,
161,180,1,
129,136,1,
41,71,1,
70,12,1,
62,-18,1,
76,-9,1,
107,30,1,
654,76,1,
824,108,1,
106,122,1,
57,135,1,
69,168,1,
120,225,1,
619,284,1,
225,313,1,
129,294,1,
13971,244,1,
1318,236,1,
614,419,1,
1406,955,1,
1333,1859,1,
494,2897,1,
357,3675,1,
845,3860,1,
637,3359,1,
893,2353,1,
100,1198,1,
41,259,1,
90,-239,1,
99,-275,1,
166,-3,1,
81,347,1,
42,579,1,
81,601,1,
53,435,1,
90,177,1,
176,-58,1,
5,-186,1,
36,-181,1,
110,-74,1,
160,70,1,
68,185,1,
81,229,1,
54,198,1,
21,120,1,
19,34,1,
65,-26,1,
74,-43,1,
42,-19,1,
11,27,1,
20,69,1,
14,85,1,
54,67,1,
38,23,1,
11,-25,1,
44,-52,1,
77,-43,1,
45,-2,1,
18,51,1,
69,90,1,
136,96,1,
149,67,3,
113,18,3,
81,-24,3,
50,-32,3,
14,1,3,
226,57,3,
230,105,3,
627,121,3,
570,103,3,
141,73,3,
56,63,3,
115,95,3,
243,164,3,
161,240,3,
62,287,3,
164,284,3,
26,233,3,
54,155,3,
125,78,3,
96,24,3,
105,2,3,
29,10,3,
14,36,3,
458,62,3,
242,73,3,
75,66,3,
179,51,3,
30,43,3,
29,50,3,
161,69,3,
117,90,3,
97,100,3,
43,92,3,
69,69,3,
67,40,3,
101,16,3,
121,4,3,
101,5,3,
30,15,3,
19,27,3,
69,34,3,
83,31,3,
173,18,3,
33,1,3,
12,-8,3,
29,1,3,
25,25,3,
22,49,3,
9,56,3,
14,38,3,
8,1,3,
35,-37,3,
59,-56,3,
35,-46,3,
57,-10,3,
49,36,3,
30,71,3,
66,79,3,
26,57,3,
51,16,3,
61,-24,3,
12,-44,3,
61,-34,3,
98,0,3,
170,40,3,
12,67,3,
49,70,3,
33,50,3,
105,18,3,
44,-10,3,
14,-19,3,
40,-2,3,
14,32,3,
9,62,3,
332,68,3,
14,45,3,
45,6,3,
