101,167,2,1,
129,244,2,1,
11,286,2,1,
98,270,2,1,
94,200,2,1,
210,102,2,1,
14,11,2,1,
35,-41,2,1,
51,-39,2,1,
233,7,2,1,
105,67,2,1,
56,110,2,1,
44,119,2,1,
22,96,2,1,
90,56,2,1,
132,16,2,1,
155,-9,2,1,
116,-8,2,1,
26,20,2,1,
85,62,2,1,
93,98,2,1,
290,111,2,1,
189,95,2,1,
102,58,0,1,
50,19,0,1,
76,-1,0,1,
180,8,0,1,
158,39,0,1,
164,73,0,1,
83,93,0,1,
58,93,0,1,
40,78,0,1,
36,57,0,1,
27,39,0,1,
50,28,0,1,
26,22,0,1,
50,18,0,1,
66,14,0,1,
249,9,0,1,
227,6,0,1,
165,10,0,1,
66,24,0,1,
42,47,0,1,
18,73,0,1,
56,93,0,1,
77,98,0,1,
29,84,0,1,
20,55,0,1,
225,21,0,1,
250,-4,0,1,
426,-8,0,1,
458,15,0,1,
29,62,0,1,
58,123,0,1,
38,183,0,1,
507,224,0,1,
49,233,0,1,
5,210,0,1,
278,167,0,1,
61,121,0,1,
49,86,0,1,
36,68,0,1,
38,65,0,1,
285,69,0,1,
43,70,0,1,
270,62,0,1,
86,48,0,1,
76,37,0,1,
29,36,0,1,
233,46,0,1,
41,61,0,1,
105,72,0,1,
90,72,0,1,
344,61,0,1,
46,45,0,1,
137,33,0,1,
11,33,0,1,
126,47,0,1,
77,69,0,1,
34,88,0,1,
110,94,0,1,
74,84,0,1,
270,63,0,1,
89,39,0,1,
146,22,0,1,
26,22,0,1,
173,41,0,1,
24,70,0,1,
56,92,0,1,
99,95,0,1,
9,77,0,1,
237,45,0,1,
101,12,0,1,
49,-7,0,1,
68,-1,0,1,
389,29,0,1,
213,68,0,1,
56,99,0,1,
14,114,0,1,
89,115,0,1,
1,107,0,1,
44,92,0,1,
36,71,0,1,
43,46,0,1,
70,21,0,1,
171,1,0,1,
125,-8,0,1,
54,0,0,1,
116,23,0,1,
137,50,0,1,
14,67,0,1,
29,67,0,1,
21,52,0,1,
4171,31,0,1,
179,26,0,1,
136,78,0,1,
69,229,0,1,
524,478,0,1,
291,755,0,1,
174,949,0,1,
104,975,0,1,
171,820,0,1,
5,545,0,1,
21,248,0,1,
29,18,0,1,
45,-96,0,1,
18,-96,0,1,
86,-24,0,1,
41,64,0,1,
187,121,0,1,
222,126,0,1,
104,87,0,1,
264,32,0,1,
35,-6,0,1,
54,-4,0,1,
51,38,0,1,
14,97,0,1,
20,141,0,1,
89,148,0,1,
105,114,0,1,
110,54,0,1,
158,-4,0,1,
266,-32,0,1,
101,-15,0,1,
75,42,0,1,
134,115,0,1,
54,173,0,1,
34,194,0,1,
17,173,0,1,
94,121,0,1,
88,59,0,1,
146,8,0,1,
99,-17,0,1,
74,-10,0,1,
116,23,0,1,
43,64,0,1,
94,92,0,1,
109,95,0,1,
35,75,0,1,
19,44,0,1,
86,18,0,1,
69,8,0,1,
97,14,0,1,
42,27,0,1,
101,37,0,1,
65,38,0,1,
66,30,0,1,
93,17,0,1,
26,6,0,1,
6,3,0,1,
11,10,0,1,
249,21,0,1,
333,27,0,1,
61,24,0,1,
104,18,0,1,
344,19,0,1,
194,34,0,1,
21,61,0,1,
75,92,0,1,
30,118,0,1,
54,131,0,1,
25,125,0,1,
101,100,0,1,
19,62,0,1,
109,22,0,1,
113,-7,0,1,
171,-13,0,1,
195,6,0,1,
75,40,0,1,
50,73,0,1,
169,91,0,1,
50,89,0,1,
16,71,0,1,
110,47,0,1,
68,27,0,1,
114,17,0,1,
150,19,0,1,
120,31,0,1,
274,47,0,1,
