-1261,9840,13188,
-1173,9879,12963,
-912,9668,13475,
-1024,9695,13129,
-1164,9636,13351,
-1332,9550,13348,
-1306,8573,12030,
-842,10198,12820,
-1100,9485,13290,
-1133,8983,13388,
-1315,9219,13409,
-1552,9676,13184,
-1229,9769,12878,
-1140,9745,12923,
-1194,9771,13244,
-1261,9646,13126,
-1181,9636,13016,
-1230,9562,13402,
-1081,9441,13108,
-1017,9539,13083,
-1148,9645,13058,
-1010,9580,12835,
-1143,9441,12993,
-964,9478,13197,
-1656,9483,13561,
-2058,9528,13026,
-2351,9998,13467,
-2140,10361,12707,
-1920,10994,11870,
-1552,10513,11748,
-1540,10364,12560,
-1520,10047,12920,
-1472,9672,13188,
-1412,9904,13187,
-1409,9534,13087,
-1132,9697,13398,
-1125,9355,13344,
-1195,9347,13334,
-1276,9177,13232,
-1219,9238,13439,
-1279,9240,13243,
-1364,9282,13275,
-1395,9127,13338,
-1339,9041,13498,
-1237,8930,13360,
-1190,8666,13174,
-1339,8886,13782,
-1335,8717,13795,
-1341,8853,13791,
-1322,8720,13747,
-1204,8595,13607,
-1277,8553,13991,
-1286,8433,13763,
-1036,8590,13602,
-1262,8353,14060,
-1416,8106,14241,
-1494,8616,13914,
-1369,8482,13782,
-1497,8581,13811,
-1343,8500,13909,
-1441,8579,13721,
-1380,8758,13594,
-1742,9004,14051,
-1651,8713,13689,
-1558,8644,13646,
-1550,8659,13721,
-1440,8495,13974,
-1533,8084,14098,
-1509,8246,14231,
-1616,8491,14033,
-1588,8627,13790,
-1481,8797,13786,
-1288,8524,13769,
-1158,8601,13592,
-1216,8651,13582,
-1244,8707,13406,
-1522,8712,13879,
-1540,8809,13764,
-1531,8603,13710,
-1511,8834,13739,
-1491,8590,14146,
-1319,8723,13778,
-1243,8647,13644,
-1068,8433,13633,
-1070,8092,13399,
-1340,8697,14173,
-1637,8468,14138,
-1775,8439,13863,
-1702,8857,13842,
-1557,8762,13499,
-1674,8422,14123,
-1571,8329,13822,
-1507,8414,13764,
-1420,8016,14201,
-1278,8133,14075,
-1298,8223,13744,
-1457,8653,13822,
-1477,8658,13769,
-1449,8551,13704,
-1402,8256,13903,
-1335,8020,14252,
-1338,8038,14353,
-1397,7975,14302,
-1396,8342,13870,
-1278,8448,13724,
-1223,8312,13810,
-1303,8150,13869,
-1395,8037,14176,
-1433,8182,13819,
-1399,8139,14088,
-1521,8207,13956,
-1408,8283,13732,
-1567,8217,14019,
-1384,8053,13955,
-1476,7927,14385,
-1514,7861,14497,
-1439,8044,14036,
-1543,8115,14129,
-1613,8142,14157,
-1463,8151,13942,
-1518,8333,13890,
-1585,7846,14421,
-1466,7701,14191,
-1431,7900,14113,
-1381,8185,14135,
-1541,8036,13905,
-1536,8193,13834,
-1439,8098,13871,
-1690,7563,14514,
-1859,7561,14605,
-1780,7773,14322,
-1776,8046,14112,
-1631,8115,14054,
-1523,7917,14085,
-1537,7553,14411,
-1701,7697,14338,
-1645,7555,14338,
-1577,7916,14120,
-1674,7782,14244,
-1753,7882,14147,
-1656,8092,13912,
-1685,7978,13937,
-1707,7335,14610,
-1896,7805,14591,
-1845,7812,14301,
-1790,8230,14249,
-1747,7706,14199,
-1568,7490,14643,
-1498,8085,14037,
-1354,8097,13610,
-1322,7795,14424,
-1418,8098,13978,
-1582,7949,14207,
-1749,8111,14459,
-1625,8675,13683,
-1250,8763,13543,
-1234,8390,13612,
-1042,8169,13916,
-911,8310,13782,
-1142,8728,13401,
-1548,9429,13954,
-1249,8607,13577,
-1621,8922,13777,
-1477,8988,13748,
-1336,8508,13849,
-1245,8963,13666,
-1310,8483,13773,
-1205,8787,13660,
-1363,8792,13814,
-1255,8573,13549,
-1118,8028,14157,
-993,8258,14334,
-1391,9523,13455,
-1512,9339,13433,
-1424,9034,13518,
-1287,8846,14286,
-1277,9501,14519,
-1155,9103,13331,
-563,8259,13721,
-787,8879,13846,
-623,8760,13151,
-1098,9007,13243,
-1071,9067,13287,
-1292,9218,13681,
-1376,9378,13852,
-974,9042,13442,
-914,9150,13303,
-812,9146,13333,
-736,8989,13473,
-765,9024,13319,
-913,9015,13434,
-894,9110,13575,
-1059,9235,13062,
-1277,9309,13616,
-845,9159,13139,
-927,8939,13099,
-1040,9259,13410,
-1092,9220,13497,
-1101,9214,13360,
