-1738,8239,13719,-3,-573,194
-1572,8122,13786,129,-614,188
-1339,8154,14075,111,-629,222
-1598,8431,13741,182,-676,270
-1237,8213,13616,209,-719,268
-913,8139,13609,165,-693,267
-1028,8213,13751,115,-693,247
-998,8134,13808,98,-697,205
-760,7950,13571,136,-697,172
-795,7512,13018,192,-695,123
-437,8123,13031,258,-675,114
453,5993,10723,45,-694,96
-1262,7696,13950,-384,-804,648
-887,9375,14796,-587,-954,1178
-770,9702,14260,-497,-940,1233
-723,7898,13977,-1143,-763,1355
65,7188,14911,-1338,-704,1362
-96,7584,14998,-1516,-576,1360
-303,7490,14970,-1720,-385,1278
-529,7749,14788,-1853,-249,1211
-432,7463,14709,-1927,-140,1146
-462,7569,14669,-1904,-63,1078
-90,7432,14586,-1973,-9,1014
-384,6578,14515,-2101,51,957
-56,6738,14859,-2204,77,942
119,6752,14795,-2250,97,904
203,6265,14627,-2231,44,845
215,6183,14400,-2217,40,795
320,5836,15066,-2220,45,741
221,5792,15096,-2211,33,678
479,5469,15296,-2185,46,631
394,5201,15492,-2167,63,599
486,4871,15515,-2140,87,570
377,4487,15407,-1946,145,498
431,4168,15715,-1903,156,452
584,3897,15573,-1815,140,415
422,3936,15824,-1686,134,414
371,3972,15819,-1520,125,409
316,3880,15954,-1326,114,384
325,3749,15976,-1149,108,370
335,3674,15779,-985,101,350
265,3678,15790,-803,93,328
258,3451,15703,-679,84,303
252,3410,15310,-613,74,274
424,3136,16020,-522,55,253
211,3626,15481,-509,75,265
284,3279,15543,-398,36,248
401,2987,15590,-353,-15,242
301,2956,15696,-360,-19,252
301,2915,15758,-372,-34,267
310,2842,15866,-385,-56,266
382,2478,15820,-439,-41,242
419,2102,15924,-664,-24,241
287,2067,15833,-845,-21,242
319,1923,15852,-989,-17,244
318,1869,15883,-1092,-21,270
237,1824,16004,-1182,-26,285
134,2003,16200,-1262,-19,298
52,1967,16245,-1339,37,288
-196,2234,16246,-1359,114,271
20,2082,16374,-1333,168,250
18,2274,16412,-1220,227,220
1,1958,16413,-1167,262,189
98,1567,16191,-1177,317,180
-99,1709,16133,-1082,360,194
-4,1534,16002,-925,348,209
-44,1311,15962,-811,341,223
-116,1361,16043,-741,343,248
-88,1226,15837,-701,359,256
-252,825,16059,-811,398,296
-249,618,16032,-889,397,282
-84,205,16066,-946,395,263
-140,177,16022,-1024,392,273
-153,185,15973,-1070,367,288
-184,-182,15973,-1092,321,306
-323,317,16070,-1097,292,333
-255,-38,16358,-1048,257,328
-279,-48,16084,-1002,238,327
-265,-354,15604,-963,200,307
-370,-300,15659,-957,162,309
-288,-325,15767,-931,139,317
-369,-213,15656,-867,89,319
-240,-668,16163,-808,48,306
-287,-295,16063,-810,44,301
-650,-338,16075,-716,33,289
-482,-543,16155,-664,19,278
-464,-693,16258,-430,32,239
-558,-973,16145,-401,44,240
-662,-845,16160,-364,55,231
-539,-846,16079,-265,44,230
-443,-955,16041,-202,29,226
-502,-1037,16078,-196,-4,223
-616,-1050,16012,-222,-14,213
-557,-1105,16056,-258,-12,206
-564,-1017,16070,-249,-17,201
-484,-1079,16097,-225,-28,177
-437,-1149,16086,-209,-35,168
-503,-1271,15976,-231,-50,154
-473,-1354,15786,-280,-61,163
-469,-1333,15809,-324,-85,170
-539,-1357,15890,-331,-105,179
-503,-1407,16034,-353,-117,177
-551,-1478,16122,-385,-111,194
-528,-1508,16286,-374,-114,201
-637,-1424,16363,-154,-33,244
-608,-1445,16396,-69,-17,234
-640,-1451,16314,-3,0,227
-576,-1392,16224,73,25,221
-603,-1223,16218,122,26,206
-540,-1252,16064,209,55,177
-589,-1291,16052,234,53,171
-542,-1202,15949,279,44,158
-473,-1568,16197,292,26,153
-474,-1245,16157,267,17,168
-519,-1213,16295,265,21,177
-573,-1289,16270,283,27,172
-553,-1362,16223,292,27,183
-555,-1388,16172,270,38,187
-665,-1286,16173,254,52,203
-584,-1506,16146,229,66,215
-632,-1439,16069,192,66,247
-587,-1423,16055,160,66,263
-602,-1356,15996,126,68,274
-569,-1317,15978,78,59,280
-595,-1189,15947,48,71,285
-556,-1105,15921,36,47,287
-515,-1096,15830,39,45,293
-534,-924,15874,17,28,294
-561,-845,15836,5,18,276
-591,-810,15858,21,16,257
-538,-848,15885,39,14,239
-557,-830,15956,62,0,228
-546,-875,16005,81,-14,209
-568,-937,16070,89,-20,207
-602,-1035,16161,103,-15,196
-598,-1081,16240,110,-16,202
-624,-1108,16326,127,-17,204
-682,-1106,16389,159,0,209
-707,-1070,16444,190,11,210
-723,-1068,16407,215,38,209
-648,-1052,16270,231,56,219
-626,-1133,16181,225,50,228
-697,-1061,16142,210,60,243
-579,-1125,16077,182,71,249
-632,-998,16006,160,67,265
-689,-906,16002,133,72,271
-694,-884,16010,107,65,278
-685,-770,15917,99,51,276
-654,-731,15904,74,46,270
-673,-784,15942,48,47,266
-654,-754,15951,32,41,262
-669,-739,15993,20,40,263
-660,-709,16002,14,27,264
-675,-759,16022,18,25,263
-688,-788,16121,30,19,253
-661,-799,16074,52,21,256
-654,-788,16126,69,16,262
-707,-794,16188,84,5,256
-686,-807,16265,109,23,250
-686,-744,16279,131,12,246
-719,-703,16315,172,19,236
-705,-657,16328,206,32,225
-729,-663,16324,241,29,219
-724,-685,16322,272,43,207
-730,-605,16352,311,48,206
-769,-599,16191,345,48,195
-759,-616,16139,358,58,198
-774,-749,16038,359,67,200
-706,-672,16034,363,68,213
-678,-523,16037,343,35,227
-775,-512,16113,295,34,234
-765,-568,16069,270,25,223
-723,-583,16038,265,26,219
-795,-545,16132,265,13,218
-792,-457,16162,267,20,228
-835,-399,16163,279,16,230
-847,-391,16183,290,19,243
-863,-387,16188,316,26,260
-893,-173,16213,364,33,273
-934,-53,16383,395,40,272
-844,-114,16387,438,69,263
-734,-327,16133,523,68,273
-916,181,16396,596,65,293
-884,246,16465,651,80,281
-749,165,16337,715,97,261
-837,373,16413,770,91,253
-898,461,16686,838,93,225
-704,332,16493,908,108,205
-786,532,15934,1011,76,185
-935,1330,15771,1111,-1,122
-871,1260,15567,1091,7,124
-1001,1545,15547,1059,5,129
-949,1325,15616,1044,-11,121
-871,1609,15667,1059,-21,125
-716,1590,15680,1087,-66,112
-916,1742,16201,1108,-74,96
-735,1650,15992,1081,-86,64
-715,1979,15988,1120,-114,52
-709,1919,16187,1158,-158,35
-805,2769,16094,1174,-237,11
-803,3104,15773,1212,-192,-16
-822,3081,15813,1208,-174,-24
-773,3173,15783,1227,-152,-25
-766,3296,15713,1225,-150,-19
-791,3319,15514,1248,-141,0
-779,3454,15614,1258,-133,14
-743,3594,15567,1248,-121,37
-829,3571,15574,1225,-116,55
-751,3573,15584,1202,-95,96
-720,3656,15628,1164,-85,121
-385,3353,16020,1084,-81,147
-738,3725,15858,1037,-44,181
-766,4156,15460,1179,-39,220
-699,4071,15836,1216,-41,229
-816,4194,15750,1152,-27,236
-625,4177,15548,991,-4,246
-672,4442,15430,892,32,253
-643,4429,15347,802,22,247
-644,4501,15374,676,34,246
-624,4747,15320,620,35,246
-648,4895,15360,603,40,244
-635,4840,15304,624,26,242
-606,5019,15385,687,1,246
-350,4803,15338,718,-12,256
-444,5006,15451,722,-27,269
-485,5126,15190,756,-53,273
-707,5218,15276,775,-61,274
-669,5376,15457,797,-81,273
-584,5248,15462,824,-77,261
-745,5427,15423,859,-20,279
-702,5511,15495,890,7,286
-675,5362,15611,949,37,287
-549,5441,15433,1039,53,302
-714,5842,15241,1074,55,310
-612,5849,14951,1053,65,288
-702,5716,14585,982,80,277
-699,5982,14538,965,73,283
-646,5977,14535,900,77,300
-564,6168,14511,801,74,308
-568,6241,14415,794,69,326
-668,6800,14216,816,36,346
-589,6777,14184,830,-8,338
-637,6615,13993,836,-51,335
-603,6608,14144,848,-96,321
-521,6545,14550,885,-121,325
-425,6838,14657,957,-154,353
-672,7103,14572,1061,-177,364
-511,6993,14816,1109,-189,352
-487,7042,14880,1084,-193,340
-579,7025,14895,1043,-167,325
-485,7017,14884,998,-146,312
-554,7023,14874,898,-138,295
-460,7064,14856,777,-63,288
-573,7324,14700,741,-19,282
-512,7419,14498,742,15,264
-517,7475,14363,767,33,258
-425,7575,14170,774,37,250
-518,7793,14100,777,34,241
-525,7827,13820,823,36,226
-443,7877,13652,870,39,227
-532,8038,13496,874,18,238
-477,8086,13515,828,9,234
-472,8205,13565,790,-9,227
-461,8233,13660,731,-44,216
-461,8250,13913,629,-53,222
-373,8102,13742,603,-50,226
-220,7956,14099,593,-59,280
-455,8410,13776,765,-73,302
-531,8612,13802,903,-113,302
-342,8654,14114,862,-92,284
-436,8931,14033,704,-50,249
-455,8794,13508,660,-22,209
-387,8676,13509,631,-4,178
-357,8649,13668,579,-19,171
-375,8526,13667,577,3,196
-354,8848,13326,662,15,233
-404,9114,13247,729,9,245
-369,8803,13287,773,-14,239
-248,8963,13089,792,-42,250
-373,9238,13055,813,-81,260
-333,9342,13118,782,-98,252
-269,9162,13123,651,-115,243
-388,9362,13151,538,-112,246
-358,9379,13234,465,-110,234
-384,9356,13170,410,-100,222
-399,9344,13219,367,-78,225
-445,9345,13281,331,-79,239
-438,9489,13197,346,-37,248
-403,9581,13128,398,-22,244
-404,9587,13176,395,-7,227
-404,9553,13101,379,5,214
-429,9454,13020,357,21,214
-394,9399,13017,322,26,221
-340,9464,12986,313,14,238
-385,9676,12908,351,14,248
-444,9674,12839,407,7,249
-358,9525,12640,457,-3,253
-402,9872,13023,495,-27,259
-311,9635,13043,494,9,249
-329,9734,12498,544,16,263
-286,9660,12770,590,-14,289
-367,9878,12443,656,-28,311
-395,10178,12383,737,-59,303
-298,10195,12702,733,-71,274
-461,10454,12488,679,-71,236
-234,10216,12582,652,-68,218
-282,10241,12476,641,-76,206
-130,10213,12569,583,-82,207
-134,10155,12649,494,-73,205
-214,10154,12592,397,-59,219
-389,10161,12453,353,-40,236
-325,10347,12316,402,-35,244
-232,10468,12392,427,-27,245
-294,10524,12422,414,-6,244
-291,10416,12287,410,-27,228
-273,10381,12310,416,-38,232
-215,10358,12351,369,-50,233
-235,10497,12245,316,-52,250
-250,10575,12225,275,-62,250
-250,10591,12235,167,-82,238
-249,10460,12181,86,-86,238
-263,10416,12116,22,-85,254
-309,10486,12192,7,-91,269
-267,10407,12068,47,-67,283
-260,10475,11849,151,-49,317
-244,10585,11796,337,-51,343
-325,10395,11413,493,-76,357
-382,10613,11964,884,-109,391
-193,11153,12028,925,-114,396
-168,11062,12183,865,-118,381
-88,11198,12166,780,-95,366
-80,11337,12092,683,-91,351
-91,11266,12140,569,-99,327
-15,11180,11989,440,-81,315
-39,11092,11974,254,-43,312
-189,11105,12001,142,-37,301
-90,11155,12034,86,-21,276
-44,11130,11851,87,27,270
-107,11234,11682,109,39,265
-82,11339,11644,113,35,256
-90,11255,11652,86,36,243
-76,11075,11669,79,33,233
-34,11049,11514,121,31,251
-67,11134,11515,204,9,264
-60,11237,11524,257,1,269
-52,11302,11604,286,-12,262
-73,11211,11631,289,-36,259
-179,11205,11613,305,-23,255
-94,11160,11601,353,-3,248
-149,11244,11457,448,4,256
-231,11182,11495,512,2,263
-34,11379,11324,573,-1,262
-131,11596,11316,653,-18,267
-75,11653,11395,673,-51,255
12,11537,11381,627,-39,243
-49,11731,11318,564,-49,247
-6,11830,11506,467,-59,237
-35,11730,11470,345,-62,224
-9,11738,11529,222,-53,221
28,11741,11501,91,-51,209
-96,11673,11588,-69,-16,205
8,11525,11454,-143,-10,205
-26,11237,11302,-139,10,217
-63,11490,11173,-53,34,250
-7,11484,11013,33,29,243
-63,11592,10985,160,20,257
-43,11624,11011,319,6,251
-43,11461,11164,419,-8,250
-39,11729,11084,532,-17,273
-61,11800,11249,656,-13,286
-11,11863,11127,729,10,286
-184,12010,11106,803,14,266
-93,12010,11187,850,25,244
-38,12006,11081,798,9,238
-27,12028,11054,729,3,236
-207,12427,11179,625,-5,242
52,12155,11188,510,9,225
-21,12162,10718,379,22,218
61,12214,10634,210,3,227
30,12140,10539,69,-4,227
113,12236,10651,-81,-23,218
1,12022,10585,-210,-26,215
-135,12203,10547,-283,-46,236
-47,11981,10559,-327,-40,226
-139,12060,10560,-277,-25,219
-56,11949,10578,-197,-31,217
-40,11955,10621,-88,-31,214
-41,11839,10712,-9,-52,230
-1,11768,10619,123,-44,253
-48,11869,10509,357,-61,291
-46,12046,10616,498,-89,303
-50,12105,10758,590,-102,303
82,11800,10909,644,-112,300
-39,12246,10911,714,-113,322
-26,12441,10928,789,-116,335
105,12699,10292,280,-31,235
98,12650,10219,-15,-44,225
94,12611,10177,-125,-52,226
63,12535,10106,-216,-51,217
105,12488,10106,-296,-40,214
122,12501,10220,-326,-47,211
104,12422,10311,-321,-48,202
137,12425,10307,-268,-30,199
114,12436,10300,-201,-30,202
100,12347,10268,-127,-28,209
107,12340,10301,4,-42,220
107,12325,10447,133,-52,229
115,12279,10305,273,-46,255
130,12403,10195,421,-37,285
26,12498,10310,505,-52,301
17,12510,10462,570,-59,302
-28,12610,10387,668,-29,295
-70,12685,10324,717,-17,285
-29,12813,10308,749,13,267
48,12948,10288,726,15,254
78,12914,10235,633,-3,241
46,12942,10258,530,-9,238
120,13035,10121,378,16,231
156,12909,9994,258,12,222
103,12990,9955,144,14,217
179,12993,9929,-9,1,210
198,12947,9877,-127,-18,194
75,12898,9861,-244,-17,183
84,12834,9884,-342,-22,173
89,12767,10016,-395,-31,168
86,12536,10066,-406,-25,159
98,12497,10061,-313,-16,166
118,12619,9943,-188,-10,180
165,12790,9936,-36,-22,192
166,12710,9909,28,-32,192
155,12692,10068,65,-37,198
90,12615,10129,82,-28,204
62,12567,10080,114,-24,213
70,12586,10013,144,-14,224
52,12710,10101,155,-27,224
57,12709,10191,168,-20,218
50,12700,10195,192,10,215
19,12780,10162,234,20,218
12,12904,10139,252,24,217
47,12916,10095,238,37,203
47,12929,10023,182,37,192
54,12925,9991,107,33,188
65,12907,10026,34,36,184
106,12912,9988,-46,34,183
41,12898,9961,-113,23,186
35,12884,9931,-180,15,184
-3,12836,9880,-239,20,172
-23,12768,9862,-272,16,166
28,12775,9878,-281,10,158
123,12992,9722,-287,18,156
-35,12841,10090,-322,9,143
34,12504,10079,-350,8,124
-57,12590,10083,-332,4,130
-26,12598,10174,-274,24,134
-57,12668,10083,-198,33,144
-53,12583,10180,-160,23,152
-145,12510,10031,-107,19,153
-95,12580,10312,-5,-16,152
-109,12717,10219,91,-9,158
-68,12738,10203,188,-13,153
38,12808,10215,253,-23,151
389,12888,10420,246,-32,151
-344,12689,9963,249,-39,161
5,12551,10237,241,-83,153
-126,12544,9908,184,-64,157
-44,12615,9955,111,-65,164
-112,12597,9991,6,-73,169
-154,12500,9947,-59,-82,176
-136,12405,9883,-91,-98,179
-107,12648,10012,-105,-89,196
-104,12542,10025,-133,-75,201
-48,12284,9891,-114,-56,210
-117,12275,9789,-34,-59,239
-51,12501,9884,47,-85,271
-24,12710,9993,116,-123,291
-6,12731,10125,162,-144,294
-56,12735,10323,182,-136,287
-42,12691,10408,232,-107,293
-60,12751,10325,303,-67,297
-94,12910,10424,335,-45,297
-65,12929,10386,351,-11,285
-23,12994,10470,331,-2,276
13,12982,10366,282,30,269
-4,12980,10361,198,54,258
-6,13030,10180,118,61,252
-13,12953,10012,34,75,245
-27,12894,9927,-71,66,230
-24,12844,9860,-156,62,221
-50,12717,9768,-224,52,220
-100,12735,9735,-280,36,219
-80,12640,9772,-286,25,225
-61,12341,9610,-249,17,229
-25,12397,9369,-94,26,251
-58,12648,9353,37,-7,277
-68,12931,9466,134,-38,279
-16,12847,9566,187,-95,268
-30,12768,9864,203,-113,257
30,12684,10075,221,-114,260
-45,12797,10136,250,-99,269
-52,12807,10299,292,-97,269
116,12739,10511,352,-66,270
-86,13089,10083,418,-37,286
-44,13236,10191,433,-18,272
-34,13127,10224,429,10,238
80,12888,10158,406,40,226
22,13036,9940,375,44,230
30,13105,9861,310,60,228
35,13072,9718,246,42,221
32,13079,9613,171,40,207
39,13127,9667,64,36,204
-6,13151,9637,-12,26,198
21,13039,9539,-71,32,197
5,12943,9489,-139,8,198
1,12995,9571,-184,5,210
-25,12917,9598,-232,0,214
-68,12889,9726,-247,15,212
-71,12856,9559,-227,16,215
-63,12885,9522,-188,37,226
-60,12932,9601,-159,43,230
-64,12948,9649,-111,22,220
-4,12920,9603,-39,0,215
-35,12921,9508,111,-25,219
-83,12981,9564,248,-55,219
-86,13043,9589,357,-77,217
-27,12990,9690,418,-95,201
67,13022,9956,411,-110,194
749,13149,10377,386,-102,180
-337,13363,9523,375,-103,197
272,13183,10154,341,-117,211
-56,13202,9896,227,-83,211
81,13095,9874,75,-72,207
64,13208,10061,-39,-66,210
25,13083,10027,-153,-29,205
24,13045,9939,-271,-18,208
22,13102,9755,-361,-13,219
40,13007,9764,-498,-8,224
42,12992,9780,-599,2,240
-49,12849,9770,-662,11,249
-12,12796,9793,-670,10,262
-108,12849,9733,-670,15,267
-17,12985,9660,-675,3,268
-124,12708,9714,-654,-7,255
2,12319,9789,-615,3,252
-171,12726,9551,-589,-3,271
-139,12777,10018,-596,-53,274
-136,12443,10112,-536,-13,255
-206,12410,10032,-467,13,254
-104,12557,10230,-376,-15,254
-47,12674,10447,-353,-44,250
-30,14080,11146,-368,-41,232
72,12048,10405,-449,-4,185
-103,12471,10480,-479,1,202
-3,12437,10670,-528,14,221
-60,12482,10530,-587,30,224
11,12466,10809,-670,24,213
35,12361,10801,-777,34,209
-14,12233,10834,-872,62,211
8,12241,10732,-940,74,209
-48,12092,10719,-1004,76,213
42,12090,10886,-1089,80,215
-16,11911,10766,-1175,80,208
-81,11688,10649,-1224,68,213
46,11812,10993,-1261,76,233
-157,11458,10709,-1285,84,236
-70,11633,10955,-1264,68,238
-76,11392,11164,-1302,71,226
-66,11288,11309,-1297,68,226
-78,11206,11512,-1234,69,242
-108,11208,11583,-1172,60,261
-97,11215,11708,-1123,53,260
-88,11126,11782,-1111,41,243
-155,11148,11949,-1137,35,236
-241,10948,11978,-1180,50,216
-100,10639,11941,-1199,63,208
-250,10831,11968,-1197,51,214
-203,10789,12038,-1202,70,212
-245,10735,12127,-1231,66,209
-390,10433,11931,-1288,73,187
-116,10413,12274,-1307,94,170
-1,10531,12115,-1380,125,198
-356,10208,12299,-1412,155,220
-260,10164,12507,-1388,160,232
-354,10379,12562,-1326,148,198
-140,9879,12565,-1349,134,151
-231,9871,12566,-1384,111,124
-276,9690,12888,-1445,97,129
-316,9625,13044,-1511,113,136
-283,9417,13348,-1598,131,150
-407,9652,13462,-1645,193,165
-281,8901,13195,-1692,220,167
-458,8963,12979,-1694,244,188
-427,8843,13451,-1708,235,191
-417,8736,13672,-1710,243,185
-455,8577,13964,-1708,247,173
-398,8425,13767,-1728,236,170
-477,8316,13848,-1720,198,171
-549,8236,13770,-1719,183,169
-630,8051,14029,-1738,162,158
-574,7970,14062,-1722,163,144
-606,7749,14063,-1695,155,144
-522,7786,14119,-1687,155,141
-464,7446,14120,-1702,145,136
-566,7295,13878,-1661,99,137
-574,7416,13949,-1616,66,153
-630,7393,14411,-1584,46,160
-618,6937,14150,-1535,23,158
-600,6946,14257,-1467,-8,169
-651,6760,14548,-1388,-35,182
-632,6767,14758,-1277,-60,184
-613,6517,14851,-1178,-62,201
-626,6409,14972,-1084,-68,223
-668,5827,14966,-737,0,294
-685,5739,14880,-853,1,325
