1210914,530173,1018274,13386,
881064,188068,1018274,13386,
2284030,22202,1018274,13386,
2193684,55747,1018274,13386,
3073140,277239,227885,10833,
4190845,649237,227885,10833,
4757633,1125212,227885,10833,
4036581,1666854,227885,10833,
3175416,2249886,227885,10833,
2548153,2848789,227885,10833,
2458550,3409774,227885,10833,
3201521,3841513,227885,10833,
4079018,4046054,227885,10833,
3328694,3978195,227885,10833,
2345555,3689479,227885,10833,
1019270,3313535,227885,10833,
100626,2990793,227885,10833,
83453,2781942,227885,10833,
69473,2633391,227885,10833,
97613,2420345,227885,10833,
183305,2036241,227885,10833,
291177,1467036,227885,10833,
473189,805672,227885,10833,
796325,206100,227885,10833,
824808,-188874,227885,10833,
1218730,-305393,227885,10833,
1756616,-157998,227885,10833,
2635021,171081,227885,10833,
3398016,578242,227885,10833,
4513577,987566,227885,10833,
4587609,1380091,227885,10833,
3722438,1789744,227885,10833,
3320147,2266218,227885,10833,
2595241,2822205,227885,10833,
3424772,3397780,227885,10833,
3911645,3872431,227885,10833,
3510782,4125990,227885,10833,
1875782,4109875,227885,10833,
1013606,3873753,227885,10833,
696450,3524112,227885,10833,
103617,3149244,227885,10833,
114179,2771794,227885,10833,
140398,2359345,227885,10833,
133133,1873841,227885,10833,
204098,1318490,227885,10833,
521225,752125,227885,10833,
937614,267367,227885,10833,
1307470,-48677,227885,10833,
1142117,-147199,227885,10833,
1063958,-31466,227885,10833,
1719389,247236,227885,10833,
2703037,607304,227885,10833,
3415726,966832,227885,10833,
5094373,1279483,227885,10833,
5011907,1559056,227885,10833,
2669875,1873264,227885,10833,
2169306,2297458,227885,10833,
2142821,2844151,227885,10833,
2312842,3417395,227885,10833,
2816749,3841237,227885,10833,
1621261,3955365,227885,10833,
110500,3709379,227885,10833,
360852,3185068,227885,10833,
890062,2537071,227885,10833,
625339,1908396,227885,10833,
705179,1383746,227885,10833,
923366,992969,227885,10833,
900537,735380,227885,10833,
912281,598404,227885,10833,
65077,563830,227885,10833,
95702,604928,227885,10833,
490601,681266,227885,10833,
644018,741876,227885,10833,
583489,743239,227885,10833,
363842,672315,227885,10833,
413365,554342,227885,10833,
853821,436869,227885,10833,
935843,363188,227885,10833,
1061890,355181,227885,10833,
566235,412435,227885,10833,
550205,519029,227885,10833,
745109,648404,227885,10833,
607774,767069,227885,10833,
2848779,844245,227885,10833,
33525,868870,227885,10833,
367731,861074,227885,10833,
850574,859140,227885,10833,
1076891,886200,227885,10833,
1115741,930803,227885,10833,
568294,962165,227885,10833,
501309,959419,227885,10833,
600305,923800,227885,10833,
709170,869143,227885,10833,
247812,807956,227885,10833,
235700,745947,227885,10833,
501329,683224,227885,10833,
584227,617138,227885,10833,
419556,546734,227885,10833,
225981,477501,227885,10833,
548706,420822,227885,10833,
716804,387081,227885,10833,
744030,379837,227885,10833,
360954,396771,227885,10833,
931043,433587,227885,10833,
609770,484987,451418,15201,
674358,543717,451418,15201,
419142,601112,451418,15201,
306906,648281,451418,15201,
574614,676168,451418,15201,
323200,676350,451418,15201,
1350235,645183,451418,15201,
1023761,590459,451418,15201,
750440,535533,451418,15201,
661718,513585,451418,15201,
518906,549720,451418,15201,
672878,641704,451418,15201,
100517,755885,451418,15201,
113784,842569,451418,15201,
509258,859234,451418,15201,
1140125,788752,451418,15201,
792869,648535,451418,15201,
356221,488396,451418,15201,
408173,371757,451418,15201,
1151265,343908,451418,15201,
1809155,408839,451418,15201,
795129,535157,451418,15201,
687470,683627,451418,15201,
36459,826768,451418,15201,
250909,944709,451418,15201,
324294,1012210,451418,15201,
498138,999789,451418,15201,
944829,892543,451418,15201,
1610594,710477,451418,15201,
1782387,513096,451418,15201,
1827987,383087,451418,15201,
1634317,395031,451418,15201,
1356421,581585,451418,15201,
1346905,912993,451418,15201,
1410020,1302689,451418,15201,
1027594,1639726,451418,15201,
861272,1833030,451418,15201,
475629,1844073,451418,15201,
540043,1692224,451418,15201,
638157,1435590,451418,15201,
500353,1143495,451418,15201,
203621,875083,451418,15201,
51078,667639,451418,15201,
79787,531685,451418,15201,
19620,452398,451418,15201,
119499,399449,451418,15201,
25256,343007,451418,15201,
11253,267827,451418,15201,
251246,177899,451418,15201,
335778,90977,451418,15201,
447176,28723,451418,15201,
773483,8557,451418,15201,
1158723,39716,451418,15201,
1085046,123557,451418,15201,
1440750,256368,451418,15201,
1510638,431341,451418,15201,
1243826,637996,451418,15201,
1492634,860501,451418,15201,
1390662,1077231,451418,15201,
1141406,1263513,451418,15201,
650250,1397304,451418,15201,
498017,1463639,451418,15201,
632141,1454689,451418,15201,
633281,1368907,451418,15201,
608889,1214420,451418,15201,
278014,1014238,451418,15201,
41962,804486,451418,15201,
77576,621591,451418,15201,
135317,485869,451418,15201,
42803,394301,451418,15201,
59029,327838,451418,15201,
113595,266339,451418,15201,
491334,200334,451418,15201,
305237,134712,451418,15201,
314961,85314,451418,15201,
631433,70497,451418,15201,
1120409,101387,451418,15201,
1549326,177845,451418,15201,
2017185,294309,451418,15201,
2019582,450055,451418,15201,
1516392,652699,451418,15201,
1279649,908309,451418,15201,
894050,1203018,451418,15201,
933187,1491194,451418,15201,
861365,1704073,451418,15201,
815060,1778399,451418,15201,
438234,1688419,451418,15201,
452253,1460357,451418,15201,
206244,1160081,451418,15201,
22826,862671,451418,15201,
91598,622311,451418,15201,
295588,457309,451418,15201,
542056,354933,451418,15201,
387522,290410,451418,15201,
139569,246652,451418,15201,
