761580331,-103937190
652023187,-246009859
421550930,-414231823
262937653,375797466
177562798,-945314832
145806862,431470343
119063186,157652754
141360501,-155759266
201274467,141108865
423443697,71586027
484783661,-461449482
357104390,-552865512
370301096,303918912
381502134,-137033731
478747618,-49840194
560138390,274377762
608278705,-736888103
726578683,571491246
734202830,-635402226
605759825,474109472
432617822,-97180543
709181096,161289048
781014561,-962098463
789640106,1196124592
637944506,-598319484
525996404,91679887
360045080,-126715431
235096701,73107705
181224494,53042125
149477848,61429820
144803788,-405129875
144896181,-587366383
237589137,424456367
309820553,-277513927
340061601,72760655
323404798,244561400
370476995,-626430169
429839750,467191416
556356910,-471779484
567482566,275054302
647724701,246923463
685725833,-119146499
684587501,-334880234
514265027,269144155
452999245,-256667360
704024571,64847445
788598098,-512772142
823625451,621526673
710604121,-311725691
532737218,26901509
316706051,-510243110
201784109,-454693569
149338336,306793069
117939920,-212687642
136411274,124023067
125572691,153101918
285280665,-354740978
390900248,126386778
382368051,-261861968
374330148,321617806
398777345,193528983
511883518,-16474151
620841725,-416086286
676503904,342467412
713017765,-207811502
631838019,-48916299
512483150,-358018616
343060910,192272703
539371174,131711496
759174833,-511152265
721724280,-104985999
729046070,-125018184
659310298,-134626293
525892940,28593329
308493789,16154474
197473080,337356832
163963121,-520030346
140103498,176706801
140204809,-212421486
155884205,291467690
283718537,319848307
376554761,-190243132
329441061,-356857613
364318173,550186440
369076718,-487466877
484193786,277055939
560753569,-615037522
528187381,319001410
643537947,366196703
648637310,-912600858
635127334,286027973
510724838,-388276103
829707353,461228068
933760086,-919701531
735009201,898975650
529068601,-664391241
364289246,-639165083
242258202,265182270
181031627,-184346312
180022219,297738267
181067501,295719356
188688488,-135034766
136626185,-443397486
261074869,823868015
398055771,-793182860
337049698,323343627
280213433,-372902918
261032509,129009762
395878414,565749613
610115282,-1008097732
573848045,123718643
726579360,225098302
697836962,-279937822
571282686,171039444
373747091,-87022047
561607406,-202617300
721280465,-1043800399
701054525,652244497
554222694,-216602051
582256050,70772642
631016914,6362101
582013928,11476722
512155854,-364017656
192372149,395006442
85079965,-209688255
32483813,-243188967
38254059,-42825305
179319377,133269005
230431611,353789734
321622545,-680327653
440924202,-50157078
557994021,305317007
767953249,-138892784
984701019,76787264
855658179,128553998
907115474,-206287680
850170179,-753086756
679904989,148787335
403737954,-455105471
457884050,-3766517
650127525,-408109914
686184178,123396464
570710230,-236308034
546031829,139700302
456008241,-493089446
333701561,-4949841
272434221,-58482779
199152681,32695956
257199345,586859821
105369486,-1117148569
172270857,635897325
303820684,-253180693
380312658,94158376
357249350,49127207
380866605,256925355
446584934,-309151974
419725306,-793440442
631711513,562711568
685222738,-1049054184
643283266,502865210
535138978,-602495363
382622234,166190537
421909160,-21908381
621449738,2389963
510725285,-760459766
401186339,574410114
343975347,-424920812
351347084,176907128
325904021,511149535
267781619,-1039508014
248796179,662336178
196356349,-358880562
178749506,240870303
135690822,-82410455
234656166,495217973
246248825,-642359502
307161741,-423556772
264842998,235825861
335701549,-663166292
366837930,169905578
468430916,-266688149
541143389,-39749857
620853389,168175108
738152390,-5300766
596861134,-507921116
357211633,378119906
450231262,-275891414
659870306,-181371314
765885284,695343417
626753938,-257803891
559403586,100256797
539456675,-646537471
487532006,337490034
262138301,-186650531
133891460,709874742
141407378,-849405897
187379969,-398399715
254352970,315702697
488851240,-513671771
474338660,-265766336
