29103586,158414489
21068141,152178914
41228974,133544745
81855065,104746241
89765209,72201065
114900449,44050048
47579729,27389240
93550305,25841493
42037953,38130759
84972312,58435287
14641097,78680371
22880931,91707794
14823033,93648329
38440436,84560803
43529870,67666082
53787563,47995688
47811897,30908699
86029173,20632324
77422932,19157060
18764874,25911227
39979874,38184809
90945501,51922161
52457233,62876827
20719786,68169059
21657989,67375545
61141049,62154037
65914745,54879160
85571829,47695487
99067281,42470012
217523766,41014384
104746939,45079616
20750281,55973391
60933653,73439175
22424346,94124076
9542201,111450179
7448169,118100797
13638474,109706816
47221018,87200437
86478129,56640226
104085477,27007341
92430173,7155642
18975750,2904780
5760307,14900675
91357706,37942061
152758573,62743125
55423878,80249911
23100350,86229048
43530498,82609469
62062070,74662678
51819674,66969552
96746254,61488951
150244266,58245491
158814981,57115437
86073886,59103094
77498201,66056015
67436965,78785027
12894981,95092718
15546689,109638486
27828974,116039231
8024507,109899932
9812474,91060319
43892168,63887427
92501835,35554469
138884386,13474026
19985000,3225247
28214061,7216520
165998481,23736884
66963651,47089758
75058322,69865870
60484334,86285102
39375149,94052217
24554234,93852255
56437626,87750707
72785384,77960758
164227628,66612158
122161784,56302548
53906501,50453838
16295050,52303307
15299318,62507378
4075973,77260343
6519445,89156293
45642315,90823641
6374441,78990409
31847861,56364226
120509450,30324568
187217892,9609278
273010749,1352871
95720548,9789090
45202454,35695901
70870793,75173293
159831294,118724357
86494488,153481967
22164022,168920005
15160338,162006847
59503659,137698332
48331706,105200346
112976842,73642874
137045746,49723713
107052658,37308516
84496107,37736954
27637014,49788144
14975825,69279201
22416566,89284510
13231776,101911103
60499073,101346955
48267533,86629721
67458419,62430333
32160025,37198092
63857705,19474505
154694786,14295356
222164737,21786245
88418230,38707386
70702850,61202827
57427070,85935985
56513381,109093734
54846862,125639268
67072726,130719996
56304964,122338041
70559566,102993181
100262465,78992533
114983470,57940413
113786917,45965510
94939731,45931651
95268741,56932691
152303174,74895098
5162834,94120604
4810094,109205026
11685996,116246793
9274116,113018653
28420081,99068897
38537290,76336364
86167947,49489790
94211448,25091469
178031801,9740412
87201443,8081145
32719510,21344556
43324030,46498591
88755556,76300878
94532531,101239331
51368355,113466557
49850890,110520697
52290270,96056946
89571317,77231318
97200300,61008163
114214249,51796796
98053000,51034772
59714422,57835857
13322529,69646940
35311955,82580614
3596372,91903096
23251549,93278293
17179817,84539535
13310690,66906824
18222956,44721112
14212686,23717908
33770339,8754503
56039789,2177746
124543368,3600521
101064022,11048401
50862978,22565673
25734987,36914622
54546245,52773335
49238355,67560674
27496449,77626673
22127684,79983719
34951256,74013279
60162086,61810258
73277309,47280306
95735906,34842248
108063710,28280565
73440654,29858948
47335161,39681577
32246388,55357798
12139182,72243427
20162484,84617188
15375241,87683154
38020742,79572185
14127389,62287015
6252067,40986336
49056730,21838577
134095809,9593259
165042203,6408811
22143474,12454601
14134774,26862841
40477709,47305828
47425186,68889453
36154728,84831478
5855416,89504534
15567822,81446871
44686901,63914877
73680054,43010799
84291566,25146377
69276086,15214465
82935837,15615899
73311651,25843750
45751254,42678416
33552569,61150839
11220362,76006152
15133300,83132799
23700908,80592583
